,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume_adi,volume_obv,volume_cmf,volume_fi,momentum_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,others_dr,others_dlr,others_cr,Five_Day_Observation_Outcome,Thirty_Day_Observation_Outcome,Sixty_Day_Observation_Outcome
100,2006-10-17,5.39,5.4,5.25,5.27,9865000,0.0,0.0,615450969.7037708,551143000,0.3191897031738048,-241455.55980132404,51.43344929652901,-0.0684237202230107,0.02745938381602067,-106380.49143190825,1081.4652411936693,5.3650097028262556,0.1919979655295109,5.239999999999999,5.6691386722261345,4.810861327773864,16.379338634585316,0.534953736334664,0.0,0.0,5.383333333333332,5.571333333333335,5.1953333333333305,6.9845201238391,0.1985815602836919,0.0,0.0,20.801526717557252,0.5596330275229353,0.21183304503591316,0.25261908758236207,-0.04078604254644891,5.371666666666663,5.1280769230769225,5.309518132093043,5.09768508705713,46.275819083979265,27.092648475531856,15.986078103787275,1.037313432835818,0.7873134328358188,0.24999999999999922,0.7836284461994348,27.090828227230958,34.698634698634855,8.881784197001252e-16,194.56162730009655,210.02459692424873,-15.46296962415218,5.465,5.145,5.305,4.745,4.2875,3.955,72.0,4.0,68.0,,5.75,0.0,1.0,57.03300284684182,30.69399873024747,50.90180336215537,30.43478260869563,49.82746721877164,-69.56521739130437,0.4050882352941185,5.272082643169245,0.0,-2.5878003696857776,-2.621873030511934,53.197674418604635,1,1,1
101,2006-10-18,5.28,5.4,5.27,5.34,8562000,0.0,0.0,616109585.0883862,559705000,0.2979183049450406,-121341.90840113457,50.70020143796974,0.015183368371875498,0.02214493396448369,-141559.75125128517,1095.8300546440596,5.375786165529063,0.1857981689765599,5.257999999999999,5.671937193303537,4.844062806696461,15.745043488152847,0.5990488428275524,0.0,0.0,5.395999999999999,5.585000000000003,5.206999999999996,7.005189028910423,0.35185185185185536,0.0,0.0,20.730315709395207,0.6238532110091741,0.19857331036486237,0.24180993213886215,-0.043236621773999784,5.379999999999996,5.154615384615384,5.314207650232575,5.115634339867713,44.811977033321526,25.711207335884712,15.170955655565624,0.9852398523985214,0.8191881918819166,0.1660516605166048,0.7465496308524494,26.916008736427436,41.22245913290695,-0.03799999999999937,188.48552993893554,207.38393559291,-18.898405653974464,5.465,5.145,5.305,4.755,4.2975,3.96,68.0,4.0,64.0,,5.74,0.0,0.0,59.16444463588003,28.708578319504436,51.3456424248584,40.579710144927546,43.67149758454113,-59.420289855072454,0.3813823529411762,5.273131518902833,1.9083969465648787,1.3282732447817969,1.3195290418832606,55.232558139534895,1,1,1
102,2006-10-19,5.34,5.53,5.29,5.49,13414000,0.0,0.0,625052251.7550528,573119000,0.290496061542198,183435.50708474245,49.65879062895182,0.1341881616221862,0.02761632040208189,490524.50802720647,1095.8300546440596,5.39155409012176,0.19121835207890395,5.273999999999999,5.697716886611816,4.8502831133881825,16.068141320129566,0.7548871744612423,0.0,0.0,5.397333333333332,5.580333333333336,5.21433333333333,6.7811264822135495,0.75318761384335,0.0,0.0,20.667425104285172,0.7614678899082571,0.19788749761273028,0.23302544523363578,-0.035137947620905496,5.402499999999996,5.189230769230769,5.3412526271198715,5.143365129507141,44.08043287570321,28.33037704918045,13.774551994921627,0.9927007299270049,0.8138686131386839,0.178832116788321,0.7143487965521724,26.73299001181915,76.10860677219898,-0.06399999999999917,179.60325507175335,203.2206512752177,-23.617396203464352,5.369999999999999,5.145,5.257499999999999,4.785,4.32,3.965,64.0,28.000000000000004,36.0,,5.7302,0.0,0.0,63.35898060881022,28.322101112599718,55.02806511574844,58.73015873015876,43.24821716126072,-41.269841269841244,0.36905882352941166,5.274348089409797,5.172413793103457,2.8089887640449396,2.7702602549335875,59.59302325581397,0,1,1
103,2006-10-20,5.52,5.53,5.38,5.4,5264000,0.0,0.0,621191985.0883862,567855000,0.3405453394109318,89550.4346440651,46.36432790057907,0.12822948328267486,0.035132872228085636,290502.6708417767,1077.865627518747,5.402248994000726,0.18709651687101359,5.296999999999999,5.69484921766922,4.899150782330778,15.021680863478245,0.6294460255614195,0.0,0.0,5.377333333333333,5.546333333333335,5.20833333333333,6.28564344160683,0.5670611439842231,0.0,0.0,20.5776854823485,0.6788990825688076,0.18791556457202496,0.22400346910131363,-0.03608790452928867,5.41833333333333,5.216153846153846,5.350290684486045,5.16237511991402,43.40114187220049,26.67761711738287,12.9709612916935,0.9683098591549272,0.8204225352112654,0.14788732394366177,0.6816750658188666,26.50742314135769,70.49656338442384,0.21300000000000097,166.19496673163474,197.28190690886498,-31.086940177230247,5.369999999999999,5.205,5.2875,4.82,4.390000000000001,4.005,60.0,24.0,36.0,,5.720596,0.0,0.0,59.415487761503826,26.76629173898623,53.76497420505654,44.44444444444449,47.91810443984367,-55.55555555555551,0.35047058823529387,5.2812834425393795,3.646833013435708,-1.6393442622950838,-1.6529301951210496,56.976744186046524,0,1,1
104,2006-10-23,5.41,5.43,5.29,5.33,7389000,0.0,0.0,618025270.8026719,560466000,0.33590988267874655,2867.5154091983713,48.009708271707936,-0.17999729327378533,0.024709095822393484,-182078.41530054668,1077.865627518747,5.412958620508582,0.18238686518391217,5.3225,5.654757430315729,4.990242569684271,12.48501382116408,0.5112864293100584,0.0,0.0,5.363999999999999,5.530000000000002,5.197999999999997,6.189410887397562,0.39759036144578663,0.0,0.0,19.72757162987318,0.6,0.17237726302079448,0.21367822788520982,-0.04130096486441534,5.40333333333333,5.234230769230769,5.347169040718962,5.174791777698167,41.93583907326181,25.199943729306,15.813285798464923,0.9713261648745495,0.8673835125448007,0.10394265232974875,0.6459653043088,26.17593744439,24.264966347856813,0.3775000000000004,155.29158830326733,190.08862334040293,-34.7970350371356,5.355,5.205,5.28,4.825,4.467499999999999,4.075,56.00000000000001,20.0,36.00000000000001,,5.71118408,0.0,0.0,56.471458677764176,24.57945915674004,49.256803409098154,29.99999999999997,44.39153439153447,-70.00000000000003,0.31582352941176417,5.282949797766475,-3.2667876588021727,-1.2962962962963065,-1.3047715392475734,54.941860465116285,1,1,1
105,2006-10-24,5.32,5.42,5.3,5.4,8512000,0.0,0.0,623699937.4693387,568978000,0.33529083269670895,87577.87035074181,52.40238571925373,0.0,0.025022401932906984,16006.535334584172,1077.865627518747,5.4227638432706335,0.17614817866552096,5.3454999999999995,5.628729588849773,5.062270411150226,10.596935323160558,0.5962116991754487,0.0,0.0,5.356,5.513000000000002,5.198999999999996,5.862584017923925,0.6401273885350338,0.0,0.0,15.901225329716578,0.5882352941176473,0.16382301236930719,0.20370718478202932,-0.03988417241272213,5.37833333333333,5.2542307692307695,5.355296880608352,5.191473868239044,40.57520075996161,23.97416306738222,15.044092813692886,0.9641577060931874,0.8566308243727577,0.10752688172042968,0.6113149541235088,25.90614142253377,28.436018957345897,0.1745000000000001,146.69714448271915,182.46205672676905,-35.764912244049896,5.37,5.205,5.2875,4.84,4.5725,4.165,52.0,16.0,36.0,,5.7019603984,0.0,0.0,58.67653604610767,23.419837460310944,54.32981368465242,38.59649122807027,37.68031189083831,-61.40350877192973,0.2923823529411749,5.284033217925387,-5.263157894736839,1.3133208255159623,1.3047715392475734,56.976744186046524,1,1,1
106,2006-10-25,5.4,5.4,5.35,5.37,11349000,0.0,0.0,621430137.4693388,557629000,0.27926223214261053,26428.174586349734,49.38520084750957,0.0066085117631510875,0.011350716081542839,48739.86866791738,1077.865627518747,5.420307308024947,0.16353336079896894,5.36,5.615734237050912,5.104265762949089,9.542322278019093,0.5195515471751422,0.0,0.0,5.365666666666667,5.507666666666668,5.223666666666663,5.292911722681341,0.5152582159624456,0.0,0.0,12.873134328358216,0.449275362318841,0.15286087282903438,0.19353792239143033,-0.040677049562395956,5.365833333333331,5.27423076923077,5.357558898976298,5.2046980261472635,39.311750897611425,23.46206530808429,14.722744944367516,0.9563492063492036,0.9603174603174578,-0.003968253968254176,0.5764809398183232,25.588314923155416,20.30708271421598,0.08999999999999986,140.78880565298942,174.88054350366144,-34.09173785067202,5.390000000000001,5.205,5.2975,4.84,4.6075,4.165,48.0,12.0,36.0,,5.692921190432,0.0,0.0,57.335980360700574,22.08334100169874,50.22295399206315,33.333333333333385,33.97660818713461,-66.66666666666661,0.2737647058823507,5.285712994335447,-2.717391304347817,-0.5555555555555647,-0.5571045049455492,56.10465116279071,1,1,1
107,2006-10-26,5.37,5.61,5.3,5.48,21152000,0.0,0.0,624841750.3725647,578781000,0.2598078438310587,355041.2925025865,45.71065624883605,0.1172465960665661,0.0065633314983280806,370231.19180633215,1077.865627518747,5.389630918734876,0.17818002471907207,5.377000000000001,5.6166747796494505,5.137325220350551,8.914814195627665,0.7148745065097136,0.0,0.0,5.381333333333333,5.538333333333335,5.2243333333333295,5.8349851337959375,0.8142250530785559,0.0,0.0,12.83243444299796,0.6086956521739139,0.15130522649031342,0.18509138321120694,-0.03378615672089352,5.368333333333331,5.293461538461539,5.376395991441483,5.22509076495117,39.2507792053483,28.989067561303095,12.88505562508894,0.8464566929133838,0.9645669291338557,-0.1181102362204719,0.5462016478866524,25.474207859536257,80.29392117568506,-0.1070000000000011,132.96184734654827,167.17214305315704,-34.210295706608775,5.43,5.205,5.3175,4.84,4.6225000000000005,4.165,44.0,8.0,36.0,,5.68406276662336,0.0,0.0,60.866399824333755,21.956488129669175,54.077777350439796,69.76744186046518,47.232422140623015,-30.232558139534817,0.25511764705881923,5.290994418057987,0.5504587155963349,2.0484171322160183,2.0277192439150937,59.302325581395365,1,1,1
108,2006-10-27,5.38,5.54,5.23,5.51,26741000,0.0,0.0,646407072.9532098,605522000,0.2591684417810699,418925.3935736432,48.13194922441869,-0.08114879772633754,0.00535117605415597,579673.5275727529,1077.865627518747,5.377785077995251,0.19136202224716484,5.389000000000001,5.630072603171768,5.147927396828234,8.946839976684604,0.7509617401729074,0.0,0.0,5.388666666666667,5.562666666666668,5.2146666666666635,6.4579982679698915,0.8486590038314158,0.0,0.0,11.69048060864724,0.6190476190476186,0.15075530156407524,0.1782241668817806,-0.02746886531770537,5.388333333333332,5.306538461538462,5.39695045429664,5.2461951527325645,38.525730758135964,25.554058613344154,14.03391757941567,0.9090909090909072,0.9723320158102742,-0.063241106719367,0.5203039245430314,25.351372228110172,45.00035942779143,-0.049000000000001265,123.32805990488518,158.65698052587007,-35.32892062098489,5.42,5.205,5.3125,4.84,4.702500000000001,4.24,40.0,4.0,36.0,,5.675381511290893,0.0,0.0,61.79493577910649,22.11669728215995,60.848178370302314,76.74418604651153,59.94832041343677,-23.255813953488463,0.21655882352940914,5.299677239931546,4.554079696394691,0.5474452554744325,0.5459522204898759,60.17441860465116,1,1,1
109,2006-10-30,5.51,5.58,5.44,5.5,17471000,0.0,0.0,643911215.8103526,588051000,0.2618731742062486,334120.3373488376,59.57983384102949,0.10016598935378605,0.013066343921079382,114684.53177368044,1075.909428557733,5.378931128871863,0.1862258200224483,5.402000000000001,5.637507961648885,5.166492038351117,8.719287732280051,0.7080609065482592,0.0,0.0,5.401000000000001,5.575000000000001,5.226999999999997,6.4432512497686405,0.7844827586206893,0.0,0.0,11.662347278785631,0.6031746031746031,0.1478087187692836,0.1721410772592812,-0.024332358489997624,5.401666666666665,5.3280769230769245,5.412804230558695,5.264995511789412,38.05469567940042,25.71847294392281,13.26921944949843,1.0040650406504041,0.9593495934959324,0.04471544715447173,0.4969801043729638,25.1536579822757,102.01457351050247,-0.08200000000000074,113.2062368369108,149.6174926966272,-36.411255859716405,5.42,5.205,5.3125,4.84,4.7225,4.24,36.0,4.0,32.0,,5.657566250839257,0.0,0.0,61.2730423905698,22.10799241131582,57.05355851400456,74.41860465116275,73.64341085271322,-25.581395348837248,0.22008823529411536,5.303322572877641,2.996254681647943,-0.1814882032667886,-0.18165309263977747,59.883720930232556,1,1,1
